04-10-2021 00:00:06 Se inicia el registro: logRestHopu
04-10-2021 05:26:37 Se graban todos los datos correctamente
04-10-2021 05:27:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:27:07 Se graban todos los datos correctamente
04-10-2021 05:27:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:27:37 Se graban todos los datos correctamente
04-10-2021 05:28:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:28:07 Se graban todos los datos correctamente
04-10-2021 05:28:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:28:37 Se graban todos los datos correctamente
04-10-2021 05:29:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:29:07 Se graban todos los datos correctamente
04-10-2021 05:29:37 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:29:37 Se graban todos los datos correctamente
04-10-2021 05:30:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:30:07 Se graban todos los datos correctamente
04-10-2021 05:30:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:30:37 Se graban todos los datos correctamente
04-10-2021 05:31:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:31:07 Se graban todos los datos correctamente
04-10-2021 05:31:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:31:37 Se graban todos los datos correctamente
04-10-2021 05:32:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:32:07 Se graban todos los datos correctamente
04-10-2021 05:32:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:32:37 Se graban todos los datos correctamente
04-10-2021 05:33:07 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:33:07 Se graban todos los datos correctamente
04-10-2021 05:33:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:33:37 Se graban todos los datos correctamente
04-10-2021 05:34:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:34:07 Se graban todos los datos correctamente
04-10-2021 05:34:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:34:37 Se graban todos los datos correctamente
04-10-2021 05:35:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:35:07 Se graban todos los datos correctamente
04-10-2021 05:35:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:35:37 Se graban todos los datos correctamente
04-10-2021 05:36:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:36:07 Se graban todos los datos correctamente
04-10-2021 05:36:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:36:37 Se graban todos los datos correctamente
04-10-2021 05:37:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:37:07 Se graban todos los datos correctamente
04-10-2021 05:37:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:37:37 Se graban todos los datos correctamente
04-10-2021 05:38:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:38:07 Se graban todos los datos correctamente
04-10-2021 05:38:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:38:37 Se graban todos los datos correctamente
04-10-2021 05:39:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:39:07 Se graban todos los datos correctamente
04-10-2021 05:39:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:39:37 Se graban todos los datos correctamente
04-10-2021 05:40:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:40:07 Se graban todos los datos correctamente
04-10-2021 05:40:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:40:37 Se graban todos los datos correctamente
04-10-2021 05:41:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:41:07 Se graban todos los datos correctamente
04-10-2021 05:41:37 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:41:37 Se graban todos los datos correctamente
04-10-2021 05:42:07 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:42:07 Se graban todos los datos correctamente
04-10-2021 05:42:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:42:37 Se graban todos los datos correctamente
04-10-2021 05:43:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:43:07 Se graban todos los datos correctamente
04-10-2021 05:43:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:43:37 Se graban todos los datos correctamente
04-10-2021 05:44:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:44:07 Se graban todos los datos correctamente
04-10-2021 05:44:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:44:37 Se graban todos los datos correctamente
04-10-2021 05:45:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:45:07 Se graban todos los datos correctamente
04-10-2021 05:45:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:45:37 Se graban todos los datos correctamente
04-10-2021 05:46:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:46:07 Se graban todos los datos correctamente
04-10-2021 05:46:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:46:37 Se graban todos los datos correctamente
04-10-2021 05:47:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:47:07 Se graban todos los datos correctamente
04-10-2021 05:47:38 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:47:38 Se graban todos los datos correctamente
04-10-2021 05:48:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:48:07 Se graban todos los datos correctamente
04-10-2021 05:48:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:48:37 Se graban todos los datos correctamente
04-10-2021 05:49:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:49:07 Se graban todos los datos correctamente
04-10-2021 05:49:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:49:37 Se graban todos los datos correctamente
04-10-2021 05:50:07 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:50:07 Se graban todos los datos correctamente
04-10-2021 05:50:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:50:37 Se graban todos los datos correctamente
04-10-2021 05:51:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:51:07 Se graban todos los datos correctamente
04-10-2021 05:51:37 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:51:37 Se graban todos los datos correctamente
04-10-2021 05:52:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:52:07 Se graban todos los datos correctamente
04-10-2021 05:52:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:52:37 Se graban todos los datos correctamente
04-10-2021 05:53:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:53:07 Se graban todos los datos correctamente
04-10-2021 05:53:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:53:37 Se graban todos los datos correctamente
04-10-2021 05:54:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:54:07 Se graban todos los datos correctamente
04-10-2021 05:54:37 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:54:37 Se graban todos los datos correctamente
04-10-2021 05:55:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:55:07 Se graban todos los datos correctamente
04-10-2021 05:55:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:55:37 Se graban todos los datos correctamente
04-10-2021 05:56:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:56:07 Se graban todos los datos correctamente
04-10-2021 05:56:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:56:37 Se graban todos los datos correctamente
04-10-2021 05:57:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:57:07 Se graban todos los datos correctamente
04-10-2021 05:57:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:57:37 Se graban todos los datos correctamente
04-10-2021 05:58:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:58:07 Se graban todos los datos correctamente
04-10-2021 05:58:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:58:37 Se graban todos los datos correctamente
04-10-2021 05:59:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:59:07 Se graban todos los datos correctamente
04-10-2021 05:59:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 05:59:37 Se graban todos los datos correctamente
04-10-2021 06:00:07 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:00:07 Se graban todos los datos correctamente
04-10-2021 06:00:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:00:37 Se graban todos los datos correctamente
04-10-2021 06:01:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:01:07 Se graban todos los datos correctamente
04-10-2021 06:01:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:01:37 Se graban todos los datos correctamente
04-10-2021 06:02:07 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:02:07 Se graban todos los datos correctamente
04-10-2021 06:02:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:02:37 Se graban todos los datos correctamente
04-10-2021 06:03:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:03:07 Se graban todos los datos correctamente
04-10-2021 06:03:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:03:37 Se graban todos los datos correctamente
04-10-2021 06:04:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:04:07 Se graban todos los datos correctamente
04-10-2021 06:04:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:04:37 Se graban todos los datos correctamente
04-10-2021 06:05:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:05:07 Se graban todos los datos correctamente
04-10-2021 06:05:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:05:37 Se graban todos los datos correctamente
04-10-2021 06:06:07 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:06:07 Se graban todos los datos correctamente
04-10-2021 06:06:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:06:37 Se graban todos los datos correctamente
04-10-2021 06:07:07 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:07:07 Se graban todos los datos correctamente
04-10-2021 06:07:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:07:37 Se graban todos los datos correctamente
04-10-2021 06:08:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:08:07 Se graban todos los datos correctamente
04-10-2021 06:08:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:08:37 Se graban todos los datos correctamente
04-10-2021 06:09:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:09:07 Se graban todos los datos correctamente
04-10-2021 06:09:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:09:37 Se graban todos los datos correctamente
04-10-2021 06:10:07 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:10:07 Se graban todos los datos correctamente
04-10-2021 06:10:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:10:37 Se graban todos los datos correctamente
04-10-2021 06:11:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:11:07 Se graban todos los datos correctamente
04-10-2021 06:11:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:11:37 Se graban todos los datos correctamente
04-10-2021 06:12:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:12:07 Se graban todos los datos correctamente
04-10-2021 06:12:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:12:37 Se graban todos los datos correctamente
04-10-2021 06:13:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:13:07 Se graban todos los datos correctamente
04-10-2021 06:13:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:13:37 Se graban todos los datos correctamente
04-10-2021 06:14:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:14:07 Se graban todos los datos correctamente
04-10-2021 06:14:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:14:37 Se graban todos los datos correctamente
04-10-2021 06:15:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:15:07 Se graban todos los datos correctamente
04-10-2021 06:15:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:15:37 Se graban todos los datos correctamente
04-10-2021 06:16:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:16:07 Se graban todos los datos correctamente
04-10-2021 06:16:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:16:37 Se graban todos los datos correctamente
04-10-2021 06:17:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:17:07 Se graban todos los datos correctamente
04-10-2021 06:17:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:17:37 Se graban todos los datos correctamente
04-10-2021 06:18:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:18:07 Se graban todos los datos correctamente
04-10-2021 06:18:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:18:37 Se graban todos los datos correctamente
04-10-2021 06:19:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:19:07 Se graban todos los datos correctamente
04-10-2021 06:19:37 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:19:37 Se graban todos los datos correctamente
04-10-2021 06:20:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:20:07 Se graban todos los datos correctamente
04-10-2021 06:20:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:20:37 Se graban todos los datos correctamente
04-10-2021 06:21:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:21:07 Se graban todos los datos correctamente
04-10-2021 06:21:37 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:21:37 Se graban todos los datos correctamente
04-10-2021 06:22:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:22:07 Se graban todos los datos correctamente
04-10-2021 06:22:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:22:37 Se graban todos los datos correctamente
04-10-2021 06:23:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:23:07 Se graban todos los datos correctamente
04-10-2021 06:23:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:23:37 Se graban todos los datos correctamente
04-10-2021 06:24:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:24:07 Se graban todos los datos correctamente
04-10-2021 06:24:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:24:37 Se graban todos los datos correctamente
04-10-2021 06:25:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:25:07 Se graban todos los datos correctamente
04-10-2021 06:25:37 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:25:37 Se graban todos los datos correctamente
04-10-2021 06:26:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:26:07 Se graban todos los datos correctamente
04-10-2021 06:26:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:26:37 Se graban todos los datos correctamente
04-10-2021 06:27:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:27:07 Se graban todos los datos correctamente
04-10-2021 06:27:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:27:37 Se graban todos los datos correctamente
04-10-2021 06:28:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:28:07 Se graban todos los datos correctamente
04-10-2021 06:28:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:28:37 Se graban todos los datos correctamente
04-10-2021 06:29:07 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:29:07 Se graban todos los datos correctamente
04-10-2021 06:29:37 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:29:37 Se graban todos los datos correctamente
04-10-2021 06:30:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:30:07 Se graban todos los datos correctamente
04-10-2021 06:30:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:30:37 Se graban todos los datos correctamente
04-10-2021 06:31:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:31:07 Se graban todos los datos correctamente
04-10-2021 06:31:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:31:37 Se graban todos los datos correctamente
04-10-2021 06:32:07 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:32:07 Se graban todos los datos correctamente
04-10-2021 06:32:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:32:37 Se graban todos los datos correctamente
04-10-2021 06:33:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:33:07 Se graban todos los datos correctamente
04-10-2021 06:33:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:33:37 Se graban todos los datos correctamente
04-10-2021 06:34:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:34:07 Se graban todos los datos correctamente
04-10-2021 06:34:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:34:37 Se graban todos los datos correctamente
04-10-2021 06:35:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:35:07 Se graban todos los datos correctamente
04-10-2021 06:35:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:35:37 Se graban todos los datos correctamente
04-10-2021 06:36:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:36:07 Se graban todos los datos correctamente
04-10-2021 06:36:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:36:37 Se graban todos los datos correctamente
04-10-2021 06:37:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:37:07 Se graban todos los datos correctamente
04-10-2021 06:37:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:37:37 Se graban todos los datos correctamente
04-10-2021 06:38:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:38:07 Se graban todos los datos correctamente
04-10-2021 06:38:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:38:37 Se graban todos los datos correctamente
04-10-2021 06:39:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:39:07 Se graban todos los datos correctamente
04-10-2021 06:39:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:39:37 Se graban todos los datos correctamente
04-10-2021 06:40:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:40:07 Se graban todos los datos correctamente
04-10-2021 06:40:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:40:37 Se graban todos los datos correctamente
04-10-2021 06:41:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:41:07 Se graban todos los datos correctamente
04-10-2021 06:41:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:41:37 Se graban todos los datos correctamente
04-10-2021 06:42:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:42:07 Se graban todos los datos correctamente
04-10-2021 06:42:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:42:37 Se graban todos los datos correctamente
04-10-2021 06:43:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:43:07 Se graban todos los datos correctamente
04-10-2021 06:43:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:43:37 Se graban todos los datos correctamente
04-10-2021 06:44:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:44:07 Se graban todos los datos correctamente
04-10-2021 06:44:37 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:44:37 Se graban todos los datos correctamente
04-10-2021 06:45:07 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:45:07 Se graban todos los datos correctamente
04-10-2021 06:45:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:45:37 Se graban todos los datos correctamente
04-10-2021 06:46:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:46:07 Se graban todos los datos correctamente
04-10-2021 06:46:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:46:37 Se graban todos los datos correctamente
04-10-2021 06:47:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:47:07 Se graban todos los datos correctamente
04-10-2021 06:47:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:47:37 Se graban todos los datos correctamente
04-10-2021 06:48:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:48:07 Se graban todos los datos correctamente
04-10-2021 06:48:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:48:37 Se graban todos los datos correctamente
04-10-2021 06:49:07 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:49:07 Se graban todos los datos correctamente
04-10-2021 06:49:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:49:37 Se graban todos los datos correctamente
04-10-2021 06:50:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:50:07 Se graban todos los datos correctamente
04-10-2021 06:50:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:50:37 Se graban todos los datos correctamente
04-10-2021 06:51:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:51:07 Se graban todos los datos correctamente
04-10-2021 06:51:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:51:37 Se graban todos los datos correctamente
04-10-2021 06:52:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:52:07 Se graban todos los datos correctamente
04-10-2021 06:52:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:52:37 Se graban todos los datos correctamente
04-10-2021 06:53:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:53:07 Se graban todos los datos correctamente
04-10-2021 06:53:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:53:37 Se graban todos los datos correctamente
04-10-2021 06:54:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:54:07 Se graban todos los datos correctamente
04-10-2021 06:54:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:54:37 Se graban todos los datos correctamente
04-10-2021 06:55:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:55:07 Se graban todos los datos correctamente
04-10-2021 06:55:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:55:37 Se graban todos los datos correctamente
04-10-2021 06:56:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:56:07 Se graban todos los datos correctamente
04-10-2021 06:56:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:56:37 Se graban todos los datos correctamente
04-10-2021 06:57:07 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:57:07 Se graban todos los datos correctamente
04-10-2021 06:57:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:57:37 Se graban todos los datos correctamente
04-10-2021 06:58:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:58:07 Se graban todos los datos correctamente
04-10-2021 06:58:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:58:37 Se graban todos los datos correctamente
04-10-2021 06:59:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:59:07 Se graban todos los datos correctamente
04-10-2021 06:59:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 06:59:37 Se graban todos los datos correctamente
04-10-2021 07:00:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:00:07 Se graban todos los datos correctamente
04-10-2021 07:00:37 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:00:37 Se graban todos los datos correctamente
04-10-2021 07:01:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:01:07 Se graban todos los datos correctamente
04-10-2021 07:01:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:01:37 Se graban todos los datos correctamente
04-10-2021 07:02:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:02:07 Se graban todos los datos correctamente
04-10-2021 07:02:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:02:37 Se graban todos los datos correctamente
04-10-2021 07:03:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:03:07 Se graban todos los datos correctamente
04-10-2021 07:03:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:03:37 Se graban todos los datos correctamente
04-10-2021 07:04:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:04:07 Se graban todos los datos correctamente
04-10-2021 07:04:37 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:04:37 Se graban todos los datos correctamente
04-10-2021 07:05:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:05:07 Se graban todos los datos correctamente
04-10-2021 07:05:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:05:37 Se graban todos los datos correctamente
04-10-2021 07:06:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:06:07 Se graban todos los datos correctamente
04-10-2021 07:06:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:06:37 Se graban todos los datos correctamente
04-10-2021 07:07:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:07:07 Se graban todos los datos correctamente
04-10-2021 07:07:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:07:37 Se graban todos los datos correctamente
04-10-2021 07:08:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:08:07 Se graban todos los datos correctamente
04-10-2021 07:08:37 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:08:37 Se graban todos los datos correctamente
04-10-2021 07:09:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:09:07 Se graban todos los datos correctamente
04-10-2021 07:09:37 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:09:37 Se graban todos los datos correctamente
04-10-2021 07:10:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:10:07 Se graban todos los datos correctamente
04-10-2021 07:10:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:10:37 Se graban todos los datos correctamente
04-10-2021 07:11:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:11:07 Se graban todos los datos correctamente
04-10-2021 07:11:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:11:37 Se graban todos los datos correctamente
04-10-2021 07:12:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:12:07 Se graban todos los datos correctamente
04-10-2021 07:12:37 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:12:37 Se graban todos los datos correctamente
04-10-2021 07:13:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:13:07 Se graban todos los datos correctamente
04-10-2021 07:13:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:13:37 Se graban todos los datos correctamente
04-10-2021 07:14:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:14:07 Se graban todos los datos correctamente
04-10-2021 07:14:36 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:14:37 Se graban todos los datos correctamente
04-10-2021 07:15:06 El dispositivo responde -> operationalStatus: CONNECTED
04-10-2021 07:15:07 Se graban todos los datos correctamente
04-10-2021 07:15:36 El dispositivo responde -> operationalStatus: CONNECTED
