01-10-2021 09:59:36 Se inicia el registro: logRestHopu
01-10-2021 20:49:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 20:49:07 Se graban todos los datos correctamente
01-10-2021 20:49:37 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 20:49:37 Se graban todos los datos correctamente
01-10-2021 20:50:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 20:50:07 Se graban todos los datos correctamente
01-10-2021 20:50:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 20:50:37 Se graban todos los datos correctamente
01-10-2021 20:51:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 20:51:07 Se graban todos los datos correctamente
01-10-2021 20:51:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 20:51:37 Se graban todos los datos correctamente
01-10-2021 20:52:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 20:52:07 Se graban todos los datos correctamente
01-10-2021 20:52:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 20:52:37 Se graban todos los datos correctamente
01-10-2021 20:53:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 20:53:07 Se graban todos los datos correctamente
01-10-2021 20:53:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 20:53:37 Se graban todos los datos correctamente
01-10-2021 20:54:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 20:54:07 Se graban todos los datos correctamente
01-10-2021 20:54:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 20:54:37 Se graban todos los datos correctamente
01-10-2021 20:55:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 20:55:07 Se graban todos los datos correctamente
01-10-2021 20:55:37 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 20:55:37 Se graban todos los datos correctamente
01-10-2021 20:56:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 20:56:07 Se graban todos los datos correctamente
01-10-2021 20:56:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 20:56:37 Se graban todos los datos correctamente
01-10-2021 20:57:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 20:57:07 Se graban todos los datos correctamente
01-10-2021 20:57:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 20:57:37 Se graban todos los datos correctamente
01-10-2021 20:58:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 20:58:07 Se graban todos los datos correctamente
01-10-2021 20:58:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 20:58:37 Se graban todos los datos correctamente
01-10-2021 20:59:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 20:59:07 Se graban todos los datos correctamente
01-10-2021 20:59:37 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 20:59:37 Se graban todos los datos correctamente
01-10-2021 21:00:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:00:07 Se graban todos los datos correctamente
01-10-2021 21:00:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:00:37 Se graban todos los datos correctamente
01-10-2021 21:01:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:01:07 Se graban todos los datos correctamente
01-10-2021 21:01:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:01:37 Se graban todos los datos correctamente
01-10-2021 21:02:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:02:07 Se graban todos los datos correctamente
01-10-2021 21:02:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:02:37 Se graban todos los datos correctamente
01-10-2021 21:03:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:03:07 Se graban todos los datos correctamente
01-10-2021 21:03:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:03:37 Se graban todos los datos correctamente
01-10-2021 21:04:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:04:07 Se graban todos los datos correctamente
01-10-2021 21:04:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:04:37 Se graban todos los datos correctamente
01-10-2021 21:05:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:05:07 Se graban todos los datos correctamente
01-10-2021 21:05:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:05:37 Se graban todos los datos correctamente
01-10-2021 21:06:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:06:07 Se graban todos los datos correctamente
01-10-2021 21:06:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:06:37 Se graban todos los datos correctamente
01-10-2021 21:07:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:07:07 Se graban todos los datos correctamente
01-10-2021 21:07:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:07:37 Se graban todos los datos correctamente
01-10-2021 21:08:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:08:07 Se graban todos los datos correctamente
01-10-2021 21:08:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:08:37 Se graban todos los datos correctamente
01-10-2021 21:09:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:09:07 Se graban todos los datos correctamente
01-10-2021 21:09:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:09:37 Se graban todos los datos correctamente
01-10-2021 21:10:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:10:07 Se graban todos los datos correctamente
01-10-2021 21:10:37 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:10:37 Se graban todos los datos correctamente
01-10-2021 21:11:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:11:07 Se graban todos los datos correctamente
01-10-2021 21:11:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:11:37 Se graban todos los datos correctamente
01-10-2021 21:12:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:12:07 Se graban todos los datos correctamente
01-10-2021 21:12:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:12:37 Se graban todos los datos correctamente
01-10-2021 21:13:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:13:07 Se graban todos los datos correctamente
01-10-2021 21:13:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:13:37 Se graban todos los datos correctamente
01-10-2021 21:14:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:14:07 Se graban todos los datos correctamente
01-10-2021 21:14:37 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:14:37 Se graban todos los datos correctamente
01-10-2021 21:15:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:15:07 Se graban todos los datos correctamente
01-10-2021 21:15:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:15:37 Se graban todos los datos correctamente
01-10-2021 21:16:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:16:07 Se graban todos los datos correctamente
01-10-2021 21:16:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:16:37 Se graban todos los datos correctamente
01-10-2021 21:17:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:17:07 Se graban todos los datos correctamente
01-10-2021 21:17:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:17:37 Se graban todos los datos correctamente
01-10-2021 21:18:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:18:07 Se graban todos los datos correctamente
01-10-2021 21:18:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:18:37 Se graban todos los datos correctamente
01-10-2021 21:19:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:19:07 Se graban todos los datos correctamente
01-10-2021 21:19:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:19:37 Se graban todos los datos correctamente
01-10-2021 21:20:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:20:07 Se graban todos los datos correctamente
01-10-2021 21:20:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:20:37 Se graban todos los datos correctamente
01-10-2021 21:21:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:21:08 Se graban todos los datos correctamente
01-10-2021 21:21:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:21:37 Se graban todos los datos correctamente
01-10-2021 21:22:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:22:07 Se graban todos los datos correctamente
01-10-2021 21:22:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:22:37 Se graban todos los datos correctamente
01-10-2021 21:23:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:23:07 Se graban todos los datos correctamente
01-10-2021 21:23:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:23:37 Se graban todos los datos correctamente
01-10-2021 21:24:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:24:07 Se graban todos los datos correctamente
01-10-2021 21:24:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:24:37 Se graban todos los datos correctamente
01-10-2021 21:25:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:25:07 Se graban todos los datos correctamente
01-10-2021 21:25:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:25:37 Se graban todos los datos correctamente
01-10-2021 21:26:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:26:07 Se graban todos los datos correctamente
01-10-2021 21:26:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:26:37 Se graban todos los datos correctamente
01-10-2021 21:27:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:27:07 Se graban todos los datos correctamente
01-10-2021 21:27:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:27:37 Se graban todos los datos correctamente
01-10-2021 21:28:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:28:07 Se graban todos los datos correctamente
01-10-2021 21:28:37 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:28:37 Se graban todos los datos correctamente
01-10-2021 21:29:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:29:07 Se graban todos los datos correctamente
01-10-2021 21:29:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:29:37 Se graban todos los datos correctamente
01-10-2021 21:30:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:30:07 Se graban todos los datos correctamente
01-10-2021 21:30:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:30:37 Se graban todos los datos correctamente
01-10-2021 21:31:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:31:07 Se graban todos los datos correctamente
01-10-2021 21:31:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:31:37 Se graban todos los datos correctamente
01-10-2021 21:32:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:32:07 Se graban todos los datos correctamente
01-10-2021 21:32:37 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:32:37 Se graban todos los datos correctamente
01-10-2021 21:33:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:33:07 Se graban todos los datos correctamente
01-10-2021 21:33:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:33:37 Se graban todos los datos correctamente
01-10-2021 21:34:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:34:07 Se graban todos los datos correctamente
01-10-2021 21:34:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:34:37 Se graban todos los datos correctamente
01-10-2021 21:35:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:35:07 Se graban todos los datos correctamente
01-10-2021 21:35:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:35:37 Se graban todos los datos correctamente
01-10-2021 21:36:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:36:07 Se graban todos los datos correctamente
01-10-2021 21:36:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:36:37 Se graban todos los datos correctamente
01-10-2021 21:37:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:37:07 Se graban todos los datos correctamente
01-10-2021 21:37:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:37:37 Se graban todos los datos correctamente
01-10-2021 21:38:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:38:07 Se graban todos los datos correctamente
01-10-2021 21:38:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:38:37 Se graban todos los datos correctamente
01-10-2021 21:39:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:39:07 Se graban todos los datos correctamente
01-10-2021 21:39:37 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:39:37 Se graban todos los datos correctamente
01-10-2021 21:40:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:40:07 Se graban todos los datos correctamente
01-10-2021 21:40:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:40:37 Se graban todos los datos correctamente
01-10-2021 21:41:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:41:07 Se graban todos los datos correctamente
01-10-2021 21:41:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:41:37 Se graban todos los datos correctamente
01-10-2021 21:42:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:42:07 Se graban todos los datos correctamente
01-10-2021 21:42:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:42:37 Se graban todos los datos correctamente
01-10-2021 21:43:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:43:07 Se graban todos los datos correctamente
01-10-2021 21:43:37 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:43:37 Se graban todos los datos correctamente
01-10-2021 21:44:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:44:07 Se graban todos los datos correctamente
01-10-2021 21:44:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:44:37 Se graban todos los datos correctamente
01-10-2021 21:45:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:45:07 Se graban todos los datos correctamente
01-10-2021 21:45:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:45:37 Se graban todos los datos correctamente
01-10-2021 21:46:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:46:07 Se graban todos los datos correctamente
01-10-2021 21:46:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:46:37 Se graban todos los datos correctamente
01-10-2021 21:47:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:47:07 Se graban todos los datos correctamente
01-10-2021 21:47:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:47:37 Se graban todos los datos correctamente
01-10-2021 21:48:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:48:07 Se graban todos los datos correctamente
01-10-2021 21:48:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:48:37 Se graban todos los datos correctamente
01-10-2021 21:49:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:49:07 Se graban todos los datos correctamente
01-10-2021 21:49:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:49:37 Se graban todos los datos correctamente
01-10-2021 21:50:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:50:07 Se graban todos los datos correctamente
01-10-2021 21:50:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:50:37 Se graban todos los datos correctamente
01-10-2021 21:51:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:51:07 Se graban todos los datos correctamente
01-10-2021 21:51:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:51:37 Se graban todos los datos correctamente
01-10-2021 21:52:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:52:07 Se graban todos los datos correctamente
01-10-2021 21:52:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:52:37 Se graban todos los datos correctamente
01-10-2021 21:53:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:53:07 Se graban todos los datos correctamente
01-10-2021 21:53:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:53:37 Se graban todos los datos correctamente
01-10-2021 21:54:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:54:07 Se graban todos los datos correctamente
01-10-2021 21:54:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:54:37 Se graban todos los datos correctamente
01-10-2021 21:55:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:55:07 Se graban todos los datos correctamente
01-10-2021 21:55:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:55:37 Se graban todos los datos correctamente
01-10-2021 21:56:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:56:07 Se graban todos los datos correctamente
01-10-2021 21:56:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:56:37 Se graban todos los datos correctamente
01-10-2021 21:57:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:57:07 Se graban todos los datos correctamente
01-10-2021 21:57:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:57:37 Se graban todos los datos correctamente
01-10-2021 21:58:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:58:07 Se graban todos los datos correctamente
01-10-2021 21:58:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:58:37 Se graban todos los datos correctamente
01-10-2021 21:59:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:59:07 Se graban todos los datos correctamente
01-10-2021 21:59:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 21:59:37 Se graban todos los datos correctamente
01-10-2021 22:00:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:00:07 Se graban todos los datos correctamente
01-10-2021 22:00:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:00:37 Se graban todos los datos correctamente
01-10-2021 22:01:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:01:07 Se graban todos los datos correctamente
01-10-2021 22:01:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:01:37 Se graban todos los datos correctamente
01-10-2021 22:02:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:02:07 Se graban todos los datos correctamente
01-10-2021 22:02:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:02:37 Se graban todos los datos correctamente
01-10-2021 22:03:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:03:07 Se graban todos los datos correctamente
01-10-2021 22:03:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:03:37 Se graban todos los datos correctamente
01-10-2021 22:04:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:04:07 Se graban todos los datos correctamente
01-10-2021 22:04:37 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:04:37 Se graban todos los datos correctamente
01-10-2021 22:05:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:05:07 Se graban todos los datos correctamente
01-10-2021 22:05:37 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:05:37 Se graban todos los datos correctamente
01-10-2021 22:06:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:06:07 Se graban todos los datos correctamente
01-10-2021 22:06:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:06:37 Se graban todos los datos correctamente
01-10-2021 22:07:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:07:07 Se graban todos los datos correctamente
01-10-2021 22:07:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:07:37 Se graban todos los datos correctamente
01-10-2021 22:08:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:08:07 Se graban todos los datos correctamente
01-10-2021 22:08:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:08:37 Se graban todos los datos correctamente
01-10-2021 22:09:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:09:07 Se graban todos los datos correctamente
01-10-2021 22:09:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:09:37 Se graban todos los datos correctamente
01-10-2021 22:10:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:10:07 Se graban todos los datos correctamente
01-10-2021 22:10:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:10:37 Se graban todos los datos correctamente
01-10-2021 22:11:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:11:07 Se graban todos los datos correctamente
01-10-2021 22:11:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:11:37 Se graban todos los datos correctamente
01-10-2021 22:12:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:12:07 Se graban todos los datos correctamente
01-10-2021 22:12:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:12:37 Se graban todos los datos correctamente
01-10-2021 22:13:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:13:07 Se graban todos los datos correctamente
01-10-2021 22:13:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:13:37 Se graban todos los datos correctamente
01-10-2021 22:14:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:14:07 Se graban todos los datos correctamente
01-10-2021 22:14:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:14:37 Se graban todos los datos correctamente
01-10-2021 22:15:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:15:07 Se graban todos los datos correctamente
01-10-2021 22:15:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:15:37 Se graban todos los datos correctamente
01-10-2021 22:16:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:16:07 Se graban todos los datos correctamente
01-10-2021 22:16:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:16:37 Se graban todos los datos correctamente
01-10-2021 22:17:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:17:07 Se graban todos los datos correctamente
01-10-2021 22:17:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:17:37 Se graban todos los datos correctamente
01-10-2021 22:18:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:18:07 Se graban todos los datos correctamente
01-10-2021 22:18:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:18:37 Se graban todos los datos correctamente
01-10-2021 22:19:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:19:07 Se graban todos los datos correctamente
01-10-2021 22:19:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:19:37 Se graban todos los datos correctamente
01-10-2021 22:20:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:20:07 Se graban todos los datos correctamente
01-10-2021 22:20:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:20:37 Se graban todos los datos correctamente
01-10-2021 22:21:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:21:07 Se graban todos los datos correctamente
01-10-2021 22:21:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:21:37 Se graban todos los datos correctamente
01-10-2021 22:22:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:22:07 Se graban todos los datos correctamente
01-10-2021 22:22:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:22:37 Se graban todos los datos correctamente
01-10-2021 22:23:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:23:07 Se graban todos los datos correctamente
01-10-2021 22:23:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:23:37 Se graban todos los datos correctamente
01-10-2021 22:24:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:24:07 Se graban todos los datos correctamente
01-10-2021 22:24:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:24:37 Se graban todos los datos correctamente
01-10-2021 22:25:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:25:07 Se graban todos los datos correctamente
01-10-2021 22:25:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:25:37 Se graban todos los datos correctamente
01-10-2021 22:26:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:26:07 Se graban todos los datos correctamente
01-10-2021 22:26:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:26:37 Se graban todos los datos correctamente
01-10-2021 22:27:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:27:07 Se graban todos los datos correctamente
01-10-2021 22:27:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:27:37 Se graban todos los datos correctamente
01-10-2021 22:28:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:28:07 Se graban todos los datos correctamente
01-10-2021 22:28:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:28:37 Se graban todos los datos correctamente
01-10-2021 22:29:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:29:07 Se graban todos los datos correctamente
01-10-2021 22:29:37 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:29:37 Se graban todos los datos correctamente
01-10-2021 22:30:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:30:07 Se graban todos los datos correctamente
01-10-2021 22:30:37 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:30:37 Se graban todos los datos correctamente
01-10-2021 22:31:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:31:07 Se graban todos los datos correctamente
01-10-2021 22:31:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:31:37 Se graban todos los datos correctamente
01-10-2021 22:32:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:32:07 Se graban todos los datos correctamente
01-10-2021 22:32:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:32:37 Se graban todos los datos correctamente
01-10-2021 22:33:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:33:07 Se graban todos los datos correctamente
01-10-2021 22:33:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:33:37 Se graban todos los datos correctamente
01-10-2021 22:34:07 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:34:07 Se graban todos los datos correctamente
01-10-2021 22:34:37 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:34:37 Se graban todos los datos correctamente
01-10-2021 22:35:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:35:07 Se graban todos los datos correctamente
01-10-2021 22:35:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:35:37 Se graban todos los datos correctamente
01-10-2021 22:36:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:36:07 Se graban todos los datos correctamente
01-10-2021 22:36:36 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:36:37 Se graban todos los datos correctamente
01-10-2021 22:37:06 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:37:07 Se graban todos los datos correctamente
01-10-2021 22:37:37 El dispositivo responde -> operationalStatus: CONNECTED
01-10-2021 22:37:37 Se graban todos los datos correctamente
